Phylum,Class,Order,Family,Genus,Species,Oxygen,pH,Spore,energy_mode,primary_food_source,id
Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,salmonicida,,,,N/A,N/A,906
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,bacterium ph8,,,,N/A,N/A,908
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,,aerobe,alkaliphile,Unknown,,,909
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,Anaerobe,,,fermenter,carbohydrates,910
Arthropoda,Insecta,Coleoptera,Lampyridae,Serratia,Ureilytica,aerobe,alkaliphile,0,,,911
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,intestinihominis,Anaerobic,,,N/A,carbohydrates,912
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,onderdonkii,Anaerobe,,,fermenter,carbohydrates,913
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,Anaerobe,,,fermenter,carbohydrates,914
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,senegalensis,,,,N/A,N/A,915
Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,shahii,Anaerobe,,,fermenter,carbohydrates,916
Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,clausii,Facultative anaerobe,,Sporulating,mixed,N/A,917
Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,halodurans,Facultative aerobe,,Sporulating,mixed,carbohydrates,918
Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalobacillus,pseudofirmus,Facultative aerobe,,Sporulating,mixed,carbohydrates,919
Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,vinosum,Facultative,,Nonsporulating,mixed,N/A,920
Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,rava,,,,N/A,N/A,921
Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,tannerae,Anaerobe,,,fermenter,carbohydrates,922
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,alternata,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,923
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,carthami,,,,N/A,N/A,924
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,cucumerina,,,,N/A,N/A,925
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,dauci,,,,N/A,N/A,926
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,porri,,,,N/A,N/A,927
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,scirpicola,Aerobe,,Sporulating,respirer,organic_unspecified,928
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,solani,,,,N/A,N/A,929
Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,tagetica,,,,N/A,N/A,930
Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,dolichus,,,,N/A,N/A,931
Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,colombiense,,,,N/A,N/A,932
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,balhimycina,,,,N/A,N/A,933
Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,sp. aa4,,,,N/A,N/A,934
Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Amylomyces,rouxii,Aerobic,,Sporulating,N/A,organic_unspecified,935
Synergistetes,Synergistia,Synergistales,Synergistaceae,Anaerobaculum,hydrogeniformans,Anaerobe,,,fermenter,carbohydrates,936
Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,succiniciproducens,Anaerobe,,,fermenter,carbohydrates,937
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,hallii,,,,N/A,N/A,938
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,soehngenii,,,,N/A,N/A,939
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,hydrogenalis,Obligate anaerobe,,,fermenter,carbohydrates,940
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,lactolyticus,,,,N/A,N/A,941
Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Anaerococcus,prevotii,Anaerobe,,Pairs,fermenter,N/A,942
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,tetradius,,,,N/A,N/A,943
Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,vaginalis,Anaerobe,,,fermenter,carbohydrates,944
Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,stercorihominis,Anaerobe,,,fermenter,carbohydrates,945
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,caccae,Anaerobe,,,fermenter,carbohydrates,946
Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,Anaerobe,,,fermenter,carbohydrates,947
Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,colihominis,Anaerobe,,,fermenter,carbohydrates,948
Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,aneurinilyticus,Aerobe,,,fermenter,carbohydrates,949
Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis,simplex,,,,N/A,N/A,950
Microsporidia,,,Tubulinosematidae,Anncaliia,algerae,Anaerobe,,Sporulating,fermenter,complex_carbs_fiber,951
Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,stygium,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,952
Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,flocculosa,Aerobic,,Sporulating (basidiospores); reproduction also by budding,fermenter,complex_carbs_fiber,953
,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,kerguelense,,,,N/A,N/A,954
Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,aeolicus,Aerobe,,,respirer,inorganic,955
Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Arachnia,propionica,,,,N/A,N/A,956
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,haemolyticum,Facultative anaerobe,,Nonsporulating,mixed,organic_unspecified,957
Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,pyogenes,Facultative anaerobe,,,mixed,carbohydrates,958
Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,fulgidus,Anaerobe,,,fermenter,N/A,959
Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,butzleri,Aerobe,,Singles - Chains,mixed,carbohydrates,960
Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,tolulyticum,,,,N/A,N/A,961
Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,globiformis,,,,N/A,N/A,962
Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,,,,,N/A,N/A,963
Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,oligospora,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,964
Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,viciae,,,,N/A,N/A,965
Ascomycota,Saccharomycetes,Saccharomycetales,Ascoideaceae,Ascoidea,rubescens,Aerobe,,Sporulating (ascospores),fermenter,complex_carbs_fiber,966
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,aculeatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,967
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,amoenus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,968
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,brevipes,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,969
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,calidoustus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,970
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,campestris,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,971
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,carneus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,972
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,chevalieri,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,973
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,clavatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,974
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,fischeri,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,975
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,flavipes,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,976
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,flavus,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,977
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,foveolatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,978
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,fumigatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,979
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,nidulans,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,980
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,niger,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,981
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,niveus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,982
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,nomiae,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,983
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,ochraceus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,984
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,oryzae,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,amino_acids_proteins,985
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,parasiticus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,986
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,rugulosus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,987
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,stellatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,988
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,striatus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,989
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,sydowii,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,990
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,taichungensis,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,991
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,terreus,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,992
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unguis,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,993
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,ustus,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,994
Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,versicolor,Aerobic,,Sporulating (ascospores); reproduction also by budding,N/A,organic_unspecified,995
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,hermannii,,,,N/A,N/A,996
Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,minutum,Anaerobe,,,fermenter,carbohydrates,997
Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,parvulum,Anaerobe,,Pairs - Singles,fermenter,N/A,998
Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,namibiae,Aerobe,,Sporulating,respirer,lipids,999
Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,pullulans,Aerobic,,Sporulating (ascospores); reproduction also by budding,fermenter,complex_carbs_fiber,1000
Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,subglaciale,Aerobe,,Sporulating,fermenter,complex_carbs_fiber,1001
Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,caulinodans,,,,N/A,N/A,1002
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,vinelandii,Aerobe,,,respirer,inorganic,1003
Apicomplexa,Aconoidasida,Piroplasmida,Babesiidae,Babesia,microti,,,,N/A,N/A,1004
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Babjeviella,inositovora,Aerobe,,Sporulating (ascospores),fermenter,complex_carbs_fiber,1005
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,altitudinis,Facultative anaerobe,,,mixed,carbohydrates,1006
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,amyloliquefaciens,Aerobe,,Sporulating,mixed,carbohydrates,1007
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,anthracis,,,,N/A,N/A,1008
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,atrophaeus,Aerobe,,Sporulating,mixed,carbohydrates,1009
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cellulosilyticus,,,,N/A,N/A,1010
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,circulans,,,,N/A,N/A,1011
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,clausii,Facultative anaerobe,,Sporulating,mixed,N/A,1012
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cytotoxicus,Aerobe,,,respirer,N/A,1013
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,endophyticus,Aerobe,,,mixed,carbohydrates,1014
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,fordii,Aerobe,,,mixed,carbohydrates,1015
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,halodurans,Facultative aerobe,,Sporulating,mixed,carbohydrates,1016
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,infantis,Aerobe,,,mixed,carbohydrates,1017
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,licheniformis,Facultative aerobe,,Sporulating,mixed,N/A,1018
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,megaterium,Aerobe,,Sporulating,respirer,N/A,1019
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mojavensis,Aerobe,,,mixed,carbohydrates,1020
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides,Facultative anaerobe,,,mixed,carbohydrates,1021
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,nealsonii,Facultative anaerobe,,,mixed,carbohydrates,1022
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,pseudofirmus,Facultative aerobe,,Sporulating,mixed,carbohydrates,1023
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,pseudomycoides,,,,N/A,N/A,1024
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,pumilus,Aerobe,,Sporulating,mixed,carbohydrates,1025
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sonorensis,Facultative anaerobe,,,mixed,carbohydrates,1026
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Facultative,,Sporulating,mixed,N/A,1027
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thermoamylovorans,Facultative anaerobe,,,mixed,carbohydrates,1028
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thuringiensis,Facultative anaerobe,,Sporulating,mixed,carbohydrates,1029
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,timonensis,Facultative anaerobe,,,mixed,carbohydrates,1030
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,vallismortis,Aerobe,,,mixed,carbohydrates,1031
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,vulcani,Aerobe,,,mixed,carbohydrates,1032
Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,,,,N/A,N/A,1033
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,cellulosilyticus,Anaerobe,,,fermenter,carbohydrates,1034
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,clarus,Anaerobe,,,fermenter,carbohydrates,1035
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprocola,Anaerobe,,,fermenter,carbohydrates,1036
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,dorei,Anaerobe,,,fermenter,carbohydrates,1037
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,faecis,Anaerobe,,,fermenter,carbohydrates,1038
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,finegoldii,Anaerobe,,,fermenter,carbohydrates,1039
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,fluxus,Anaerobe,,,fermenter,carbohydrates,1040
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,graminisolvens,Anaerobe,,,fermenter,carbohydrates,1041
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,helcogenes,Anaerobic,,Nonsporulating,N/A,N/A,1042
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,intestinalis,Anaerobe,,,fermenter,carbohydrates,1043
Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,maternus,Anaerobic,,Nonsporulating,N/A,N/A,1044
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,oleiciplenus,Anaerobe,,,fermenter,carbohydrates,1045
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,pyogenes,Obligate anaerobe,,,fermenter,carbohydrates,1046
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,salyersiae,Anaerobe,,,fermenter,carbohydrates,1047
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 1_1_14,Anaerobe,,,fermenter,carbohydrates,1048
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 1_1_30,Anaerobe,,,fermenter,carbohydrates,1049
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 20_3,Anaerobe,,,fermenter,carbohydrates,1050
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 2_1_22,Anaerobe,,,fermenter,carbohydrates,1051
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 2_1_33b,Anaerobe,,,fermenter,carbohydrates,1052
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 2_1_7,Anaerobe,,,fermenter,carbohydrates,1053
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 2_2_4,Anaerobe,,,fermenter,carbohydrates,1054
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 3_1_19,Anaerobe,,,fermenter,carbohydrates,1055
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 3_1_23,Anaerobe,,,fermenter,carbohydrates,1056
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 3_1_33faa,Anaerobe,,,fermenter,carbohydrates,1057
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 3_1_40a,Anaerobe,,,fermenter,carbohydrates,1058
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 3_2_5,Anaerobe,,,fermenter,carbohydrates,1059
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 4_1_36,Anaerobe,,,fermenter,carbohydrates,1060
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 4_3_47faa,Anaerobe,,,fermenter,carbohydrates,1061
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. 9_1_42faa,Anaerobe,,,fermenter,carbohydrates,1062
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. d1,Anaerobe,,,fermenter,carbohydrates,1063
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. d2,Anaerobe,,,fermenter,carbohydrates,1064
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. d20,Anaerobe,,,fermenter,carbohydrates,1065
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,sp. d22,Anaerobe,,,fermenter,carbohydrates,1066
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,stercoris,Anaerobe,,,fermenter,carbohydrates,1067
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,thetaiotaomicron,Anaerobe,,,fermenter,carbohydrates,1068
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,timonensis,Anaerobe,,,fermenter,carbohydrates,1069
Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,xylanisolvens,Anaerobe,,,fermenter,carbohydrates,1070
Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,intestinihominis,Anaerobe,,,fermenter,carbohydrates,1071
Basidiomycota,Bartheletiomycetes,Bartheletiales,Bartheletiaceae,Bartheletia,paradoxa,Aerobe,,Sporulating (basidiospores),fermenter,complex_carbs_fiber,1072
Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,henselae,Aerobe,,,respirer,N/A,1073
Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,quintana,Aerobe,,Nonsporulating,respirer,N/A,1074
Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,,,N/A,N/A,1075
Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,indica,Aerobe,,,respirer,organic_unspecified,1076
Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bergeyella,zoohelcum,,,,N/A,N/A,1077
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,angulatum,Anaerobe,,,fermenter,carbohydrates,1078
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,animalis,Anaerobe,,Nonsporulating,fermenter,carbohydrates,1079
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,boum,"Facultative anaerobe, air+co2",,,mixed,carbohydrates,1080
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,catenulatum,Anaerobe,,,fermenter,carbohydrates,1081
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,coryneforme,Anaerobe,,,fermenter,carbohydrates,1082
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,dentium,Anaerobe,,,fermenter,carbohydrates,1083
Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,gallicum,Anaerobe,,,fermenter,carbohydrates,1084
