id	kingdom	phylum	class_name	order_name	family	genus	species	genus_key	species_key	scientific_name	taxonomic_rank	ncbi_tax_id	gram_stain	oxygen_requirement	ph_preference	sporulation	energy_mode	primary_food_source	created_at	updated_at
840	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	victoriae	bipolaris	victoriae	Bipolaris victoriae	species	40125	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	respirator	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
841	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	zeicola	bipolaris	zeicola	Bipolaris zeicola	species	5017	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
842	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Blackwellomyces	pseudomilitaris	blackwellomyces	pseudomilitaris	Blackwellomyces pseudomilitaris	species	153663	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
843	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	adeninivorans	blastobotrys	adeninivorans	Blastobotrys adeninivorans	species	409370	NULL	Aerobe	NULL	Nonsporulating	respirator	lipids	2026-06-19 10:03:02	2026-06-19 10:03:04
844	NULL	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Blastococcus	massiliensis	blastococcus	massiliensis	Blastococcus massiliensis	species	NULL	NULL	Aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
845	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	dermatitidis	blastomyces	dermatitidis	Blastomyces dermatitidis	species	5039	NULL	Aerobe	NULL	Sporulating	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
846	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	aquisgranensis	blautia	aquisgranensis	Blautia aquisgranensis	species	3133153	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
847	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	caccae	blautia	caccae	Blautia caccae	species	3133175	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
848	NULL	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	gnavus	blautia	gnavus	Blautia gnavus	species	NULL	NULL	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
849	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hansenii	blautia	hansenii	Blautia hansenii	species	1322	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
850	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	hydrogenotrophica	blautia	hydrogenotrophica	Blautia hydrogenotrophica	species	476272	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
851	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	intestinihominis	blautia	intestinihominis	Blautia intestinihominis	species	3133152	Positive	Anaerobic	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
852	NULL	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	torques	blautia	torques	Blautia torques	species	NULL	NULL	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:02
853	Eubacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	wexlerae	blautia	wexlerae	Blautia wexlerae	species	1121115	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
854	NULL	Ascomycota	Dothideomycetes	NULL	NULL	Bonordeniella	apollinis	bonordeniella	apollinis	Bonordeniella apollinis	species	NULL	NULL	Aerobe	NULL	Sporulating	N/A	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:02
855	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	hinzii	bordetella	hinzii	Bordetella hinzii	species	103855	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
856	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	bordetella	pertussis	Bordetella pertussis	species	520	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
857	Eubacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	recurrentis	borrelia	recurrentis	Borrelia recurrentis	species	44449	Negative	Aerobe	NULL	Singles	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
858	Eubacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	afzelii	borreliella	afzelii	Borreliella afzelii	species	29518	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
859	Eubacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	burgdorferi	borreliella	burgdorferi	Borreliella burgdorferi	species	139	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
860	Eubacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	garinii	borreliella	garinii	Borreliella garinii	species	29519	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
861	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	cinerea	botrytis	cinerea	Botrytis cinerea	species	40559	Positive	Aerobic	NULL	Sporulating (ascospores); reproduction also by budding	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
862	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	paraconglomeratum	brachybacterium	paraconglomeratum	Brachybacterium paraconglomeratum	species	1064537	Positive	Aerobe, microaerophile	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
863	Eubacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	pilosicoli	brachyspira	pilosicoli	Brachyspira pilosicoli	species	1133568	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
864	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	elkanii	bradyrhizobium	elkanii	Bradyrhizobium elkanii	species	29448	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
865	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	bradyrhizobium	japonicum	Bradyrhizobium japonicum	species	1037409	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
866	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	bruxellensis	brettanomyces	bruxellensis	Brettanomyces bruxellensis	species	5007	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (ascospores)/reproduction by budding	mixed	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
867	NULL	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium		sediminibacterium		Sediminibacterium	genus	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
868	Eubacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	agri	brevibacillus	agri	Brevibacillus agri	species	1246477	Variable	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
869	Eubacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	borstelensis	brevibacillus	borstelensis	Brevibacillus borstelensis	species	1300222	Variable	Aerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
870	Eubacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	brevis	brevibacillus	brevis	Brevibacillus brevis	species	1393	Positive	Aerobe	NULL	Sporulating	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
871	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	casei	brevibacterium	casei	Brevibacterium casei	species	1229781	Positive	Aerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
872	NULL	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	psychrophilus	jeotgalicoccus	psychrophilus	Jeotgalicoccus psychrophilus	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
873	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	linens	brevibacterium	linens	Brevibacterium linens	species	1703	Positive	Aerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
874	Eubacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	ravenspurgense	brevibacterium	ravenspurgense	Brevibacterium ravenspurgense	species	1176165	Positive	Aerobe	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
875	Eubacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	bacteroides	brevundimonas	bacteroides	Brevundimonas bacteroides	species	1121124	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
876	Eubacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	diminuta	brevundimonas	diminuta	Brevundimonas diminuta	species	1035191	Negative	Anaerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
877	Eubacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix	thermosphacta	brochothrix	thermosphacta	Brochothrix thermosphacta	species	2756	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
878	NULL	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Ewingella	americana	ewingella	americana	Ewingella americana	species	NULL	NULL	aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
879	NULL	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia		kurthia		Kurthia	genus	NULL	NULL	obligate aerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
880	NULL	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	radicincitans	enterobacter	radicincitans	Enterobacter radicincitans	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
881	NULL	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum		pelotomaculum		Pelotomaculum	genus	NULL	NULL	anaerobe	NULL	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
882	NULL	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	ludwigii	enterobacter	ludwigii	Enterobacter ludwigii	species	NULL	NULL	aerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
883	NULL	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	iguanae	neisseria	iguanae	Neisseria iguanae	species	NULL	NULL	microaerophile	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
884	NULL	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter		verminephrobacter		Verminephrobacter	genus	NULL	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
885	NULL	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	zeae	lactobacillus	zeae	Lactobacillus zeae	species	NULL	NULL	anaerobe	acidophile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
886	NULL	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus		cloacibacillus		Cloacibacillus	genus	NULL	NULL	anaerobe	acidophile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
887	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	carboxidivorans	clostridium	carboxidivorans	Clostridium carboxidivorans	species	217159	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
888	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	cellulovorans	clostridium	cellulovorans	Clostridium cellulovorans	species	1493	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
889	NULL	Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Anaerovirgula		anaerovirgula		Anaerovirgula	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
890	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	kluyveri	clostridium	kluyveri	Clostridium kluyveri	species	1534	Positive	Anaerobe	NULL	Pairs - Singles	fermenter	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
891	NULL	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfovirgula		desulfovirgula		Desulfovirgula	genus	NULL	NULL	anaerobe	NULL	1	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
892	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	ljungdahlii	clostridium	ljungdahlii	Clostridium ljungdahlii	species	1538	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
893	NULL	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Syntrophobotulus		syntrophobotulus		Syntrophobotulus	genus	NULL	NULL	anaerobe	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
894	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	novyi	clostridium	novyi	Clostridium novyi	species	1542	Positive	Anaerobe	NULL	Pairs - Singles	fermenter	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
895	NULL	Bacillota	Clostridia	Peptostreptococcales	Thermotaleaceae	Thermotalea		thermotalea		Thermotalea	genus	NULL	NULL	anaerobe	alkaliphile	0	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:02
896	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	paraputrificum	clostridium	paraputrificum	Clostridium paraputrificum	species	1280689	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
897	Eubacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	defectiva	abiotrophia	defectiva	Abiotrophia defectiva	species	46125	Positive	Facultative anaerobe	NULL	NULL	mixed	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
898	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	saccharoperbutylacetonicum	clostridium	saccharoperbutylacetonicum	Clostridium saccharoperbutylacetonicum	species	36745	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
899	Eubacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium	sticklandii	acetoanaerobium	sticklandii	Acetoanaerobium sticklandii	species	1511	Positive	Anaerobe	NULL	Pairs - Singles	fermenter	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
900	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	pasteurianus	acetobacter	pasteurianus	Acetobacter pasteurianus	species	438	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
901	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sartagoforme	clostridium	sartagoforme	Clostridium sartagoforme	species	1202534	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
902	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. 7_2_43faa	clostridium	sp. 7_2_43faa	Clostridium sp. 7_2_43faa	species	457396	Uncharacterized	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
903	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. l2-50	clostridium	sp. l2-50	Clostridium sp. l2-50	species	411489	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
904	Eubacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Acetohalobium	arabaticum	acetohalobium	arabaticum	Acetohalobium arabaticum	species	28187	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
905	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. m62/1	clostridium	sp. m62/1	Clostridium sp. m62/1	species	411486	Uncharacterized	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
906	Eubacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	laidlawii	acholeplasma	laidlawii	Acholeplasma laidlawii	species	2148	Positive	Facultative	NULL	NULL	mixed	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
907	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. md294	clostridium	sp. md294	Clostridium sp. md294	species	97138	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
908	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	piechaudii	achromobacter	piechaudii	Achromobacter piechaudii	species	72556	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
909	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. ss2/1	clostridium	sp. ss2/1	Clostridium sp. ss2/1	species	411484	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
910	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	xylosoxidans	achromobacter	xylosoxidans	Achromobacter xylosoxidans	species	1216976	Negative	Aerobe	NULL	NULL	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
911	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp. sy8519	clostridium	sp. sy8519	Clostridium sp. sy8519	species	1042156	Positive	Anaerobe	NULL	NULL	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
912	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sporogenes	clostridium	sporogenes	Clostridium sporogenes	species	1509	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
914	Eubacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	subterminale	clostridium	subterminale	Clostridium subterminale	species	1550	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
915	Eubacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	fermentans	acidaminococcus	fermentans	Acidaminococcus fermentans	species	591001	Negative	Anaerobe	NULL	Nonsporulating	fermenter	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
916	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	fioriniae	colletotrichum	fioriniae	Colletotrichum fioriniae	species	710243	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
917	Eubacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	intestini	acidaminococcus	intestini	Acidaminococcus intestini	species	187327	Negative	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
918	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	gloeosporioides	colletotrichum	gloeosporioides	Colletotrichum gloeosporioides	species	474922	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
919	Eubacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	ferrooxidans	acidimicrobium	ferrooxidans	Acidimicrobium ferrooxidans	species	53635	Positive	Anaerobic	NULL	Nonsporulating	respirator	inorganic	2026-06-19 10:03:02	2026-06-19 10:03:04
920	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	higginsianum	colletotrichum	higginsianum	Colletotrichum higginsianum	species	80884	NULL	Aerobe	NULL	Sporulating	fermenter	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
921	Eubacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	cryptum	acidiphilium	cryptum	Acidiphilium cryptum	species	524	Negative	Aerobe	NULL	NULL	respirator	organic_unspecified	2026-06-19 10:03:02	2026-06-19 10:03:04
922	Eubacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	intestinalis	collinsella	intestinalis	Collinsella intestinalis	species	147207	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:04
923	Eubacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	acidipropionici	acidipropionibacterium	acidipropionici	Acidipropionibacterium acidipropionici	species	1748	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
924	Eubacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	tanakaei	collinsella	tanakaei	Collinsella tanakaei	species	626935	Positive	Anaerobe	NULL	NULL	fermenter	carbohydrates	2026-06-19 10:03:02	2026-06-19 10:03:05
925	Eubacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	jensenii	acidipropionibacterium	jensenii	Acidipropionibacterium jensenii	species	1749	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:05
926	Eubacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	testosteroni	comamonas	testosteroni	Comamonas testosteroni	species	285	Negative	Aerobe	NULL	Nonsporulating	respirator	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
927	Eubacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	caldus	acidithiobacillus	caldus	Acidithiobacillus caldus	species	33059	NULL	NULL	NULL	NULL	N/A	N/A	2026-06-19 10:03:02	2026-06-19 10:03:04
928	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	puteana	coniophora	puteana	Coniophora puteana	species	80637	NULL	Aerobe/facultative anaerobe	NULL	Sporulating (basidiospores)/reproduction by budding	mixed	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
929	Eubacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	ferrooxidans	acidithiobacillus	ferrooxidans	Acidithiobacillus ferrooxidans	species	920	Negative	Aerobe	NULL	Nonsporulating	respirator	inorganic	2026-06-19 10:03:02	2026-06-19 10:03:04
930	Eubacteria	Actinobacteria	Actinobacteria	Acidothermales	Acidothermaceae	Acidothermus	cellulolyticus	acidothermus	cellulolyticus	Acidothermus cellulolyticus	species	28049	Positive	Aerobe	NULL	Sporulating	respirator	complex_carbs_fiber	2026-06-19 10:03:02	2026-06-19 10:03:04
